,Unnamed: 0.1,Unnamed: 0,제목,저자,초록,게재일,한 줄 요약,키워드
10,10,10,AdapterSwap: Continuous Training of LLMs with Data Removal and Access-Control Guarantees,"['William Fleshman', 'Aleem Khan', 'Marc Marone', 'Benjamin Van Durme']","Large language models (LLMs) are increasingly capable of completing knowledge intensive tasks by recalling information from a static pretraining corpus. Here we are concerned with LLMs in the context of evolving data requirements. For instance: batches of new data that are introduced periodically; subsets of data with user-based access controls; or requirements on dynamic removal of documents with guarantees that associated knowledge cannot be recalled. We wish to satisfy these requirements while at the same time ensuring a model does not forget old information when new data becomes available. To address these issues, we introduce AdapterSwap, a training and inference scheme that organizes knowledge from a data collection into a set of low-rank adapters, which are dynamically composed during inference. Our experiments demonstrate AdapterSwap's ability to support efficient continual learning, while also enabling organizations to have fine-grained control over data access and deletion.","Fri, 12 Apr 2024 12:06:02 UTC",AdapterSwap는 데이터 수집 지식을 저차원 어댑터로 구성하여 동적으로 조합하고 효율적인 지속적 학습을 지원하며 조직이 데이터 접근과 삭제를 세밀하게 제어할 수 있도록 하는 것을 실험을 통해 입증하였습니다.,"['Large language models', 'evolving data requirements', 'AdapterSwap', 'continual learning', 'data access', 'deletion']"
11,11,11,Look at the Text: Instruction-Tuned Language Models are More Robust Multiple Choice Selectors than You Think,"['Xinpeng Wang', 'Chengzhi Hu', 'Bolei Ma', 'Paul Röttger', 'Barbara Plank']","Multiple choice questions (MCQs) are commonly used to evaluate the capabilities of large language models (LLMs). One common way to evaluate the model response is to rank the candidate answers based on the log probability of the first token prediction. An alternative way is to examine the text output. Prior work has shown that first token probabilities lack robustness to changes in MCQ phrasing, and that first token probabilities do not match text answers for instruction-tuned models. Therefore, in this paper, we investigate the robustness of text answers. We show that the text answers are more robust to question perturbations than the first token probabilities, when the first token answers mismatch the text answers. The difference in robustness increases as the mismatch rate becomes greater. As the mismatch reaches over 50\%, the text answer is more robust to option order changes than the debiased first token probabilities using state-of-the-art debiasing methods such as PriDe. Our findings provide further evidence for the benefits of text answer evaluation over first token probability evaluation.","Fri, 12 Apr 2024 10:36:15 UTC","이 논문에서는 텍스트 답변이 첫 번째 토큰 확률보다 질문 변형에 대해 더 강건함을 입증하며, 이러한 차이는 불일치율이 커질수록 더 커지는 것을 보여줌으로써 텍스트 답변 평가의 이점을 더욱 강조한다.","['Multiple choice questions', 'large language models', 'log probability', 'text output', 'robustness', 'question perturbations', 'mismatch rate', 'debiasing methods', 'PriDe.']"
12,12,12,Toward a Theory of Tokenization in LLMs,"['Nived Rajaraman', 'Jiantao Jiao', 'Kannan Ramchandran']","While there has been a large body of research attempting to circumvent tokenization for language modeling (Clark et al., 2022; Xue et al., 2022), the current consensus is that it is a necessary initial step for designing state-of-the-art performant language models. In this paper, we investigate tokenization from a theoretical point of view by studying the behavior of transformers on simple data generating processes. When trained on data drawn from certain simple k^{\text{th}}-order Markov processes for k > 1, transformers exhibit a surprising phenomenon - in the absence of tokenization, they empirically fail to learn the right distribution and predict characters according to a unigram model (Makkuva et al., 2024). With the addition of tokenization, however, we empirically observe that transformers break through this barrier and are able to model the probabilities of sequences drawn from the source near-optimally, achieving small cross-entropy loss. With this observation as starting point, we study the end-to-end cross-entropy loss achieved by transformers with and without tokenization. With the appropriate tokenization, we show that even the simplest unigram models (over tokens) learnt by transformers are able to model the probability of sequences drawn from k^{\text{th}}-order Markov sources near optimally. Our analysis provides a justification for the use of tokenization in practice through studying the behavior of transformers on Markovian data.","Fri, 12 Apr 2024 09:01:14 UTC",": tokenization, language modeling, transformers, Markov processes, unigram model, cross-entropy loss.

요약: 이 논문에서는 토큰화가 상태-of-the-art 성능을 갖는 언어 모델을 디자인하기 위한 필요한 초기 단계임을 이론적인 측면에서 조사하고, 트랜스포머가 토큰화 없이 학습할 때 발생하는 문제를 분석하여 토큰화의 실제적인 필요성을 입증하였습니다.","['tokenization', 'language modeling', 'transformers', 'Markov processes', 'unigram model', 'cross-entropy loss.']"
13,13,13,Subtoxic Questions: Dive Into Attitude Change of LLM's Response in Jailbreak Attempts,"['Tianyu Zhang', 'Zixuan Zhao', 'Jiaqi Huang', 'Jingyu Hua', 'Sheng Zhong']","As Large Language Models (LLMs) of Prompt Jailbreaking are getting more and more attention, it is of great significance to raise a generalized research paradigm to evaluate attack strengths and a basic model to conduct subtler experiments. In this paper, we propose a novel approach by focusing on a set of target questions that are inherently more sensitive to jailbreak prompts, aiming to circumvent the limitations posed by enhanced LLM security. Through designing and analyzing these sensitive questions, this paper reveals a more effective method of identifying vulnerabilities in LLMs, thereby contributing to the advancement of LLM security. This research not only challenges existing jailbreaking methodologies but also fortifies LLMs against potential exploits.","Fri, 12 Apr 2024 08:08:44 UTC","이 논문은 새로운 접근 방식을 제안하여 민감한 질문에 초점을 맞추어 LLM의 취약성을 식별하는 더 효과적인 방법을 제시하고, 기존의 탈옥 방법론에 도전하며 LLM의 보안을 강화하는 데 기여한다.","['Large Language Models', 'Prompt Jailbreaking', 'research paradigm', 'attack strengths', 'sensitive questions', 'vulnerabilities', 'LLM security.']"
14,14,14,Pretraining and Updating Language- and Domain-specific Large Language Model: A Case Study in Japanese Business Domain,"['Kosuke Takahashi', 'Takahiro Omi', 'Kosuke Arima', 'Tatsuya Ishigaki']","Several previous studies have considered language- and domain-specific large language models (LLMs) as separate topics. This study explores the combination of a non-English language and a high-demand industry domain, focusing on a Japanese business-specific LLM. This type of a model requires expertise in the business domain, strong language skills, and regular updates of its knowledge. We trained a 13-billion-parameter LLM from scratch using a new dataset of business texts and patents, and continually pretrained it with the latest business documents. Further we propose a new benchmark for Japanese business domain question answering (QA) and evaluate our models on it. The results show that our pretrained model improves QA accuracy without losing general knowledge, and that continual pretraining enhances adaptation to new information. Our pretrained model and business domain benchmark are publicly available.","Fri, 12 Apr 2024 06:21:48 UTC",": Large language models, Japanese business-specific LLM, dataset, pretraining, question answering, benchmark.

한국어 요약: 이 연구는 일본 비즈니스 특화 LLM 모델을 새로운 데이터셋으로 훈련하고 최신 비즈니스 문서들로 지속적으로 사전 훈련함으로써 QA 정확도를 향상시키는 것을 제안하고, 이를 평가한 결과, 사전 훈련된 모델이 일반 지식을 잃지 않으면서 QA 정확도를 향상시키며, 지속적인 사전 훈련이 새로운 정보에 대한 적응을 향상시킨다는 것을 보여줍니다.","['Large language models', 'Japanese business-specific LLM', 'dataset', 'pretraining', 'question answering', 'benchmark.']"
15,15,15,Reducing hallucination in structured outputs via Retrieval-Augmented Generation,"['Patrice Béchard', 'Orlando Marquez Ayala']","A common and fundamental limitation of Generative AI (GenAI) is its propensity to hallucinate. While large language models (LLM) have taken the world by storm, without eliminating or at least reducing hallucinations, real-world GenAI systems may face challenges in user adoption. In the process of deploying an enterprise application that produces workflows based on natural language requirements, we devised a system leveraging Retrieval Augmented Generation (RAG) to greatly improve the quality of the structured output that represents such workflows. Thanks to our implementation of RAG, our proposed system significantly reduces hallucinations in the output and improves the generalization of our LLM in out-of-domain settings. In addition, we show that using a small, well-trained retriever encoder can reduce the size of the accompanying LLM, thereby making deployments of LLM-based systems less resource-intensive.","Fri, 12 Apr 2024 01:42:09 UTC",": Generative AI, hallucinations, large language models, Retrieval Augmented Generation, structured output, workflows, generalization, retriever encoder, resource-intensive.

한국어 요약: 대규모 언어 모델을 활용하여 자연어 요구 사항을 기반으로 하는 엔터프라이즈 응용 프로그램을 배포하는 과정에서, Retrieval Augmented Generation(RAG)을 활용한 시스템을 개발하여 결과물의 환각을 크게 줄이고 일반화를 향상시켰으며, 작은, 잘 훈련된 리트리버 인코더를 사용하여 LLM 기반 시스템의 배포를 덜 리소스 소모적으로 만들 수 있음을 보여줌.","['Generative AI', 'hallucinations', 'large language models', 'Retrieval Augmented Generation', 'structured output', 'workflows', 'generalization', 'retriever encoder', 'resource-intensive.']"
16,16,16,Distilling Algorithmic Reasoning from LLMs via Explaining Solution Programs,"['Jierui Li', 'Raymond Mooney']","Distilling explicit chain-of-thought reasoning paths has emerged as an effective method for improving the reasoning abilities of large language models (LLMs) across various tasks. However, when tackling complex tasks that pose significant challenges for state-of-the-art models, this technique often struggles to produce effective chains of thought that lead to correct answers. In this work, we propose a novel approach to distill reasoning abilities from LLMs by leveraging their capacity to explain solutions. We apply our method to solving competitive-level programming challenges. More specifically, we employ an LLM to generate explanations for a set of <problem, solution-program> pairs, then use <problem, explanation> pairs to fine-tune a smaller language model, which we refer to as the Reasoner, to learn algorithmic reasoning that can generate ""how-to-solve"" hints for unseen problems. Our experiments demonstrate that learning from explanations enables the Reasoner to more effectively guide program implementation by a Coder, resulting in higher solve rates than strong chain-of-thought baselines on competitive-level programming problems. It also outperforms models that learn directly from <problem, solution-program> pairs. We curated an additional test set in the CodeContests format, which includes 246 more recent problems posted after the models' knowledge cutoff.","Thu, 11 Apr 2024 22:19:50 UTC",": reasoning paths, language models, distillation, competitive-level programming challenges, explanations, algorithmic reasoning, solve rates.

Summary (in Korean): 본 연구에서는 대규모 언어 모델의 추론 능력을 향상시키기 위해 해답을 설명하는 능력을 활용하여 ""어떻게 해결하는가"" 힌트를 생성하는 작은 언어 모델인 Reasoner를 훈련시키는 새로운 방법을 제안하였으며, 경쟁 수준의 프로그래밍 도전 과제에서 강력한 체인 오브 생각 기준을 능가하는 성능을 보였다.","['reasoning paths', 'language models', 'distillation', 'competitive-level programming challenges', 'explanations', 'algorithmic reasoning', 'solve rates.']"
17,17,17,LLM Agents can Autonomously Exploit One-day Vulnerabilities,"['Richard Fang', 'Rohan Bindu', 'Akul Gupta', 'Daniel Kang']","LLMs have becoming increasingly powerful, both in their benign and malicious uses. With the increase in capabilities, researchers have been increasingly interested in their ability to exploit cybersecurity vulnerabilities. In particular, recent work has conducted preliminary studies on the ability of LLM agents to autonomously hack websites. However, these studies are limited to simple vulnerabilities.
In this work, we show that LLM agents can autonomously exploit one-day vulnerabilities in real-world systems. To show this, we collected a dataset of 15 one-day vulnerabilities that include ones categorized as critical severity in the CVE description. When given the CVE description, GPT-4 is capable of exploiting 87% of these vulnerabilities compared to 0% for every other model we test (GPT-3.5, open-source LLMs) and open-source vulnerability scanners (ZAP and Metasploit). Fortunately, our GPT-4 agent requires the CVE description for high performance: without the description, GPT-4 can exploit only 7% of the vulnerabilities. Our findings raise questions around the widespread deployment of highly capable LLM agents.","Thu, 11 Apr 2024 22:07:19 UTC",": LLMs, cybersecurity vulnerabilities, autonomous hacking, one-day vulnerabilities, GPT-4.

Summary in Korean: 최근 연구에서 LLM 에이전트인 GPT-4가 CVE 설명을 통해 실제 시스템의 일일 취약점을 87% 정도 자동으로 악용할 수 있음을 보여주었으며, 이는 다른 모델 및 취약점 스캐너들과 비교하여 높은 성능을 보여주었으나, 설명 없이는 성능이 현저히 낮아짐을 발견하였다. 이로 인해 고도의 능력을 가진 LLM 에이전트의 광범위한 배포에 대한 문제가 제기되고 있다.","['LLMs', 'cybersecurity vulnerabilities', 'autonomous hacking', 'one-day vulnerabilities', 'GPT-4.']"
18,18,18,Generative Information Retrieval Evaluation,"['Marwah Alaofi', 'Negar Arabzadeh', 'Charles L. A. Clarke', 'Mark Sanderson']","In this chapter, we consider generative information retrieval evaluation from two distinct but interrelated perspectives. First, large language models (LLMs) themselves are rapidly becoming tools for evaluation, with current research indicating that LLMs may be superior to crowdsource workers and other paid assessors on basic relevance judgement tasks. We review past and ongoing related research, including speculation on the future of shared task initiatives, such as TREC, and a discussion on the continuing need for human assessments. Second, we consider the evaluation of emerging LLM-based generative information retrieval (GenIR) systems, including retrieval augmented generation (RAG) systems. We consider approaches that focus both on the end-to-end evaluation of GenIR systems and on the evaluation of a retrieval component as an element in a RAG system. Going forward, we expect the evaluation of GenIR systems to be at least partially based on LLM-based assessment, creating an apparent circularity, with a system seemingly evaluating its own output. We resolve this apparent circularity in two ways: 1) by viewing LLM-based assessment as a form of ""slow search"", where a slower IR system is used for evaluation and training of a faster production IR system; and 2) by recognizing a continuing need to ground evaluation in human assessment, even if the characteristics of that human assessment must change.","Thu, 11 Apr 2024 21:48:54 UTC","이 장에서는 대규모 언어 모델을 활용한 정보 검색 평가와 관련된 연구와 미래 전망, 인간 평가의 계속적인 필요성에 대해 다루며, 정보 검색 시스템의 평가와 인간 평가의 상호작용을 분석하고 있습니다.","['generative information retrieval evaluation', 'large language models (LLMs)', 'crowdsource workers', 'relevance judgement tasks', 'shared task initiatives', 'TREC', 'human assessments', 'generative information retrieval systems', 'retrieval augmented generation systems', 'end-to-end evaluation', 'LLM-based assessment', 'slow search', 'human assessment.']"
19,19,19,Auctions with LLM Summaries,"['Kumar Avinava Dubey', 'Zhe Feng', 'Rahul Kidambi', 'Aranyak Mehta', 'Di Wang']","We study an auction setting in which bidders bid for placement of their content within a summary generated by a large language model (LLM), e.g., an ad auction in which the display is a summary paragraph of multiple ads. This generalizes the classic ad settings such as position auctions to an LLM generated setting, which allows us to handle general display formats. We propose a novel factorized framework in which an auction module and an LLM module work together via a prediction model to provide welfare maximizing summary outputs in an incentive compatible manner. We provide a theoretical analysis of this framework and synthetic experiments to demonstrate the feasibility and validity of the system together with welfare comparisons.","Thu, 11 Apr 2024 21:05:56 UTC","본 연구는 입찰자들이 대형 언어 모델 (LLM)에 생성된 요약 내에서 자신의 콘텐츠 배치를 입찰하는 경매 설정을 연구하며, 입찰 모듈과 LLM 모듈이 예측 모델을 통해 협력하여 인센티브 호환적인 방식으로 최대 복지를 제공하는 요약 출력을 제공하는 새로운 요소화된 프레임워크를 제안합니다.","['auction setting', 'bidders', 'content placement', 'large language model (LLM)', 'ad auction', 'display formats', 'factorized framework', 'prediction model', 'welfare maximizing summary outputs', 'incentive compatible', 'theoretical analysis', 'synthetic experiments', 'welfare comparisons.']"
20,20,20,Data-Augmentation-Based Dialectal Adaptation for LLMs,"['Fahim Faisal', 'Antonios Anastasopoulos']","This report presents GMUNLP's participation to the Dialect-Copa shared task at VarDial 2024, which focuses on evaluating the commonsense reasoning capabilities of large language models (LLMs) on South Slavic micro-dialects. The task aims to assess how well LLMs can handle non-standard dialectal varieties, as their performance on standard languages is already well-established. We propose an approach that combines the strengths of different types of language models and leverages data augmentation techniques to improve task performance on three South Slavic dialects: Chakavian, Cherkano, and Torlak. We conduct experiments using a language-family-focused encoder-based model (BERTić) and a domain-agnostic multilingual model (AYA-101). Our results demonstrate that the proposed data augmentation techniques lead to substantial performance gains across all three test datasets in the open-source model category. This work highlights the practical utility of data augmentation and the potential of LLMs in handling non-standard dialectal varieties, contributing to the broader goal of advancing natural language understanding in low-resource and dialectal settings. Code:this https URL","Thu, 11 Apr 2024 19:15:32 UTC",2024년 VarDial에서 진행된 Dialect-Copa 공유 작업에 참여한 GMUNLP는 남슬라브 소토-다이아렉트에 대한 일반적인 상식 추론 능력을 평가하는 작업에서 데이터 증강 기술을 활용하여 성능 향상을 이룩한 것을 보여주었습니다.,"['GMUNLP', 'Dialect-Copa shared task', 'VarDial 2024', 'large language models', 'South Slavic micro-dialects', 'data augmentation techniques', 'Chakavian', 'Cherkano', 'Torlak', 'BERTić', 'AYA-101', 'performance gains.']"
21,21,21,SQBC: Active Learning using LLM-Generated Synthetic Data for Stance Detection in Online Political Discussions,"['Stefan Sylvius Wagner', 'Maike Behrendt', 'Marc Ziegele', 'Stefan Harmeling']","Stance detection is an important task for many applications that analyse or support online political discussions. Common approaches include fine-tuning transformer based models. However, these models require a large amount of labelled data, which might not be available. In this work, we present two different ways to leverage LLM-generated synthetic data to train and improve stance detection agents for online political discussions: first, we show that augmenting a small fine-tuning dataset with synthetic data can improve the performance of the stance detection model. Second, we propose a new active learning method called SQBC based on the ""Query-by-Comittee"" approach. The key idea is to use LLM-generated synthetic data as an oracle to identify the most informative unlabelled samples, that are selected for manual labelling. Comprehensive experiments show that both ideas can improve the stance detection performance. Curiously, we observed that fine-tuning on actively selected samples can exceed the performance of using the full dataset.","Thu, 11 Apr 2024 18:34:11 UTC",": Stance detection, transformer based models, synthetic data, active learning, Query-by-Committee, LLM-generated data.

한국어 요약: 온라인 정치 토론을 분석하거나 지원하는 많은 응용 프로그램에 중요한 과제인 스탠스 감지를 개선하기 위해 LLM 생성 합성 데이터를 활용하는 두 가지 방법을 제안하고, 작은 미세 조정 데이터 세트를 합성 데이터로 보강하면 성능이 향상되며, SQBC라는 새로운 액티브 러닝 방법을 제안하여 성능을 향상시킬 수 있음을 실험을 통해 입증함.","['Stance detection', 'transformer based models', 'synthetic data', 'active learning', 'Query-by-Committee', 'LLM-generated data.']"
22,22,22,MSciNLI: A Diverse Benchmark for Scientific Natural Language Inference,"['Mobashir Sadat', 'Cornelia Caragea']","The task of scientific Natural Language Inference (NLI) involves predicting the semantic relation between two sentences extracted from research articles. This task was recently proposed along with a new dataset called SciNLI derived from papers published in the computational linguistics domain. In this paper, we aim to introduce diversity in the scientific NLI task and present MSciNLI, a dataset containing 132,320 sentence pairs extracted from five new scientific domains. The availability of multiple domains makes it possible to study domain shift for scientific NLI. We establish strong baselines on MSciNLI by fine-tuning Pre-trained Language Models (PLMs) and prompting Large Language Models (LLMs). The highest Macro F1 scores of PLM and LLM baselines are 77.21% and 51.77%, respectively, illustrating that MSciNLI is challenging for both types of models. Furthermore, we show that domain shift degrades the performance of scientific NLI models which demonstrates the diverse characteristics of different domains in our dataset. Finally, we use both scientific NLI datasets in an intermediate task transfer learning setting and show that they can improve the performance of downstream tasks in the scientific domain. We make our dataset and code available on Github.","Thu, 11 Apr 2024 18:12:12 UTC",": scientific Natural Language Inference (NLI), SciNLI, MSciNLI, dataset, domains, Pre-trained Language Models (PLMs), Large Language Models (LLMs, domain shift, transfer learning.

한국어 요약: 과학적 자연어 추론 작업에 다양성을 도입하고, 다양한 과학 분야에서 추출한 132,320개의 문장 쌍을 포함하는 MSciNLI 데이터셋을 소개하며, 이를 통해 과학 NLI 모델의 성능을 향상시킬 수 있음을 보여준 논문입니다.","['scientific Natural Language Inference (NLI)', 'SciNLI', 'MSciNLI', 'dataset', 'domains', 'Pre-trained Language Models (PLMs)', 'Large Language Models (LLMs', 'domain shift', 'transfer learning.']"
